participant_id,transcript_id,question_ref,tag,severity,sentiment,quote,source_line_start,source_line_end,consolidated_tag
50,en_participant_0050,Q11b,One-Sided Perception,High,negative,"I'll leave that to my design friends and ask them what would relate back to the idea that the conversation doesn't feel so one-sided. That visual or dynamic reflection isn't present, which makes it feel very static and flat. This is what I'm referring to when I say I'm missing those cues and feeling like I'm talking to myself rather than to an AI.",106,106,Human Connection And Rapport
50,en_participant_0050,Q11b,Feedback Lag Barrier,Medium,negative,"I'm glad to know you're listening, but it's hard to tell that until I hit stop recording and it submits something. So, maybe there's an opportunity there.",106,106,Usage And Adoption Patterns
50,en_participant_0050,Q11c,Voice And Visual Feedback Value,High,positive,"One of the things that I thought was fairly effective was when the AI was engaging with me. It actually had a voice, like a Siri-type voice, that would talk to me with the questions rather than just a text-based version. It had this kind of visual layer that looked like it was representing the sound of my voice, with the ups and downs and what have you. When I would respond, it had an element that was not talking but reflected something very subtle about it listening, which was a good cue of a conversation.",110,110,Voice Interaction Experience
50,en_participant_0050,Q11c,Pause Detection Challenge,Medium,negative,"However, to be fair, it also cut me off, so it wasn't great at understanding pauses when people are thinking or need to find the right word or example. For instance, how long is a pause before you call it, like, I'm done talking versus I'm still thinking?",112,112,Usage And Adoption Patterns
50,en_participant_0050,Q11c,Pacing Assistance Need,Medium,neutral,"Is there another way, particularly if it's like, ""Hey, this recording should have been more like fifty seconds, and you've gone on for a minute and a half""? Is there something that could happen in this engagement or interaction that would indicate, like, maybe we have four more questions? Let's move on. It could be a countdown to help me wrap it up in the next ten seconds, moving it along. That might be helpful. Something like that.",114,114,Personalization And Adaptation
51,en_participant_0051,Q4,Synthesis Over Search,High,positive,The most common personal tasks I use AI for are really just summarizing information from the web. I'm using Perplexity as a kind of default search engine to skip straight to the synthesis.,16,16,Search And Research
51,en_participant_0051,Q4,Robustness Preference,Medium,positive,"It does most of the job that Google's Gemini-based AI summaries do at the top of search results, but I find it to be a little bit more robust and thorough.",16,16,Usage And Adoption Patterns
51,en_participant_0051,Q4,Document Summarization Utility,Medium,positive,I also use AI quite a lot for summarizing long documents and similar tasks.,16,16,Usage And Adoption Patterns
51,en_participant_0051,Q4,Coding Assistance,High,positive,I use it a lot when writing code.,24,24,Coding And Technical Support
51,en_participant_0051,Q5,AI Tier Limitations,Medium,negative,"Sometimes there are limits on the tiers of AI tools that I'm using, and sometimes it just doesn't do a good job.",29,29,Cost And Tier Constraints
51,en_participant_0051,Q5,Hallucination Issue,High,negative,It makes things up.,33,33,Accuracy And Hallucination Risk
51,en_participant_0051,Q5,Cumulative Error Sensitivity,High,negative,It's interesting with AI because a little bit of wrong is sometimes just the straw that makes it all not useful.,37,37,Usage And Adoption Patterns
51,en_participant_0051,Q11,Trust Requires Clarity,High,mixed,"I think I was mostly comfortable with the experience, but it needs a lot of lead-in. I need to be able to trust where my information is going and how it's being processed before I start interacting with the LLM.",74,74,Trust And Verification
51,en_participant_0051,Q11,Transparency Gap,High,negative,"Yeah, it's that lack of upfront clarity and trust-building that makes it problematic more than anything else.",74,74,Tool Reliability And Limitations
6,en_participant_0006,Q4,AI As Pre-Filter,High,positive,It acts as a pre-filter before I reach out to the vet.,16,16,Usage And Adoption Patterns
6,en_participant_0006,Q4,Speed Over Search,High,positive,"ChatGPT is likely to give me an answer that's at least 80% accurate, compared to Googling, which results in a bunch of website links that I then have to sift through to find the answer. So, it's quicker if I just ask.",16,16,Search And Research
6,en_participant_0006,Q4,Iterative Narrowing Dialogue,High,neutral,"I do a sequence of conversations, so I don't just ask one question and then get the answer. I normally start with a question that gives a general idea of what's happening, and then I receive an answer. After that, I narrow it down further, and it provides me with another answer, which I narrow down even more.",20,20,Social And Relationship Communication
6,en_participant_0006,Q4,Sponsored Content Distrust,Medium,negative,looking at recommendations online is very difficult because there's a lot of paid sponsorship that is disguised as articles. It's hard to know for sure if something was not sponsored to give a good review versus a genuine review.,24,24,Content And Writing Support
6,en_participant_0006,Q5,Prompt Labor Cost,High,negative,The level of specificity I needed to provide was more work for me than if I just did the animations myself. The amount of labor it would have taken to work through the AI to get it to function and produce what I wanted was just too much.,29,29,Prompting And Instruction Quality
6,en_participant_0006,Q5,Creative Vision Gap,High,negative,"it's very difficult to get the image that you actually have in your head for the judge for any AI to reproduce. That is actually very hard. They might create something you really like or something that's somewhat within the frame of what you're thinking, but it's not going to recreate what you actually were thinking of.",33,33,Creative Design And Media
6,en_participant_0006,Q5,Nuance Complexity Barrier,High,negative,"you have to create a prompt that indicates and defines all those nuances in a syntax that's understandable by the AI so that it can at least provide you with a result that's within the ballpark of what you want. The more nuances there are, the more likely it is that you'll miss it, either because it's just not intelligent enough or your prompt was not good enough.",35,35,Usage And Adoption Patterns
6,en_participant_0006,Q8,Accuracy Primary Requirement,High,negative,"accurate information will always be the most important factor ... the most difficult aspect of AI assistance right now is that they are not accurate, and there's also no way to know which parts are not accurate, especially if you're not an expert in the field that we're discussing.",49,49,Accuracy And Hallucination Risk
6,en_participant_0006,Q8,Source Mismatch Frustration,High,negative,"if I'm asking for a tutorial on how to use a relatively new tool in Figma, it might give me an answer that sounds like it's about that tool. However, when I check the source, it's actually a tutorial for a similar but different tool. I then have to spend time reading through that to realize, oh, this is not accurate; it's just assuming that this one tool can be used the same way as the other one.",53,53,Accuracy And Hallucination Risk
6,en_participant_0006,Q8,Cross-Conversation Memory Gap,High,negative,"it would be better if the AI had a stronger memory of the conversations it has with users. Within a single chat, it remembers the conversation quite well, but it still misses some parts or gets confused. It doesn't really transfer information from other conversations effectively.",57,57,Memory And Context Continuity
6,en_participant_0006,Q8,Cross-Reference Desired,Medium,mixed,It would be helpful if it could remember when I talked about something in another chat and cross-reference those discussions. I believe that would enhance the experience significantly.,57,57,Search And Research
6,en_participant_0006,Q9,Integration Value Skepticism,High,mixed,the question for me is whether it really shortens the time I spend on these tools. Is it really improving them?,62,62,Data And System Integration
6,en_participant_0006,Q9,AI As Shortcuts Only,High,neutral,"how I see AI being integrated into tools is more like shortcuts. It can add shortcuts to things, but it can't really provide full-fledged functionality, basically.",62,62,Usage And Adoption Patterns
6,en_participant_0006,Q11,Survey Not Interview,High,negative,"It feels more like a survey, like a form survey with video recording in it, rather than an actual interview.",72,72,AI Interview Experience
6,en_participant_0006,Q11,Generic Follow-Up Feeling,Medium,negative,"The way this has been structured feels very generic and general. It does refer back to something you said earlier, but not in a specific niche way.",76,76,Proactive Assistance
6,en_participant_0006,Q11,Deviation Value Recognition,Medium,mixed,"In human interviews, you can go off the path, which can be both good and bad. Sometimes, it is in those deviations that you find interesting pieces of information.",76,76,Usage And Adoption Patterns
7,en_participant_0007,Q4,Diverse Personal Use Cases,High,neutral,"Write letters to authorities for me, create resumes for me, create a travel plan with attractions for me, create health tips for me, and create a plan for sports programs.",12,12,Usage And Adoption Patterns
7,en_participant_0007,Q4,Input Customization For Planning,Medium,neutral,"I provide the AI with the travel duration, the number of people, and the destination as input.",15,15,Usage And Adoption Patterns
7,en_participant_0007,Q4,Verification Need For AI Output,High,mixed,"The plan is usually very detailed, but it should definitely be checked again to see if the conditions and locations exist or are still available.",18,18,Accuracy And Hallucination Risk
7,en_participant_0007,Q5,No Current Tool Limitations,Medium,positive,There hasn't been such a situation yet.,22,22,Tool Reliability And Limitations
7,en_participant_0007,Q8,Contextual Life Knowledge Desire,High,neutral,"My personal AI assistant should know all my life situations, my needs in daily life, my hobbies, my career, my interests, my further and advanced training, as well as my interests in concerts, movies, and cultural matters.",32,32,Memory And Context Continuity
7,en_participant_0007,Q8,Comprehensive Life Domain Support,High,neutral,"It should offer me interesting products, events, or courses for further education and new topics. It should be able to assist me in every life situation, especially in health, hobbies, sports, and nutrition.",32,32,Strategic AI Perspectives
7,en_participant_0007,Q8,Domestic Automation Expectation,Low,neutral,"Yes, and it should also clean my house.",32,32,Automation And Delegation
7,en_participant_0007,Q8,Life Situation Definition,Medium,neutral,"Life situation means to me: Do I live in a house, am I in a relationship or am I single? Am I athletic, am I healthy, am I versatile in my interests? What are my interests?",35,35,Usage And Adoption Patterns
7,en_participant_0007,Q9,AI System Integration For Daily Tasks,High,neutral,"The AI could support me in everyday life with appointments and provide me with relevant information for the respective situations, be it for authorities, business mail, advertising campaigns, or renovations, such as renovations and new plans that affect the various areas of life. It could alert me and make it easier for me to manage daily life.",39,39,Data And System Integration
7,en_participant_0007,Q11,Human Dialogue Preference,High,negative,"I prefer an interview with a human because it is a dialogue and not a monologue. A personal human address cannot be replaced by anything, not even by AI.",46,46,Social And Relationship Communication
7,en_participant_0007,Q11,Human Authenticity Value,High,negative,"The human is real, the human is authentic. The human can say what is really going on inside them, and a human dialogue is a real dialogue. I can see the person, I can talk to them, I can perceive their tone of voice, their facial expression, their eyes. And above all, if I know them, I know that this person is genuine and not computer-controlled.",49,49,Human Connection And Rapport
8,en_participant_0008,Q4,Accidental AI Discovery,Medium,neutral,"I use AI unintentionally all the time when I'm just Googling things, and the AI summary appears at the top.",16,16,Learning And Discovery
8,en_participant_0008,Q4,Hobby Identification Tools,Medium,positive,"There are AI tools for photo identification or sound identification ... It's a hobby, and it makes life more interesting when I can identify the birds around me.",16,20,Learning And Discovery
8,en_participant_0008,Q4,Travel Translation Utility,Low,positive,"when I've traveled to other countries where I don't speak the language, AI translation has helped with communication.",16,16,Travel Planning
8,en_participant_0008,Q4,Obsolescence Fear Motivator,High,negative,What motivates me to build these apps is the fear of being left behind by technology and becoming obsolete.,24,24,Usage And Adoption Patterns
8,en_participant_0008,Q4,AI Capability Paradox,High,mixed,I also find it fascinating to work with an AI assistant that is incredibly good at some things and incredibly bad at others ... they also make baffling decisions that a human probably would not make.,24,24,Tool Reliability And Limitations
8,en_participant_0008,Q5,UX Heuristic Analysis Gap,Medium,neutral,"I've wished I could use AI to do things like, run a heuristic analysis on a design I make to tell me where, where I might be making mistakes or where there are where there's room for improvement.",29,29,Tool Reliability And Limitations
8,en_participant_0008,Q5,Static Image Limitation,Medium,negative,"The AI agent just doesn't have access to the prototype, and it can't navigate around it ... I haven't been successful in the past in getting it to actually interact with an interactive prototype that I've created.",33,33,Creative Design And Media
8,en_participant_0008,Q8,Hallucination Distrust,High,negative,"The most important thing, if I were to need one, would be for it to not hallucinate, for me to be secure that the information it was providing is true and not hallucinations or lies.",47,47,Accuracy And Hallucination Risk
8,en_participant_0008,Q8,Confident Misinformation Risk,High,negative,"Often, when interacting with these AI entities, they present information in a very confident and convincing way, even when it's completely wrong.",47,47,Accuracy And Hallucination Risk
8,en_participant_0008,Q8,Quality Over Speed,High,negative,"So far, I would say they're not making things faster in a way that's usable ... They can do things faster, but not at the level of quality I need. So overall, it's not faster; it just can't get done correctly.",47,47,Time And Productivity
8,en_participant_0008,Q8,Design System Constraint Failure,Medium,negative,"it will be wrong in all sorts of wacky ways. It combines different UI elements together in ways that don't make sense. Its color values are either way off or slightly off, and the layout is just different.",51,51,Creative Design And Media
8,en_participant_0008,Q8,Process Value Over Output,High,negative,"a big part of the value I get from those things is the act of engaging with the material directly, understanding how it's laid out and how it's presented ... It's not just the answer; it's not just the information at the end. It's the whole process of engaging with it, thinking about it, and turning things over in my mind.",55,55,Usage And Adoption Patterns
8,en_participant_0008,Q8,Critical Thinking Erosion Concern,High,negative,"I worry that AI assistants will skip this process and interfere with people's ability to think critically, synthesize information, and come up with their own ideas.",55,55,Cognitive Support Patterns
8,en_participant_0008,Q9,Automation Capability Exists,Low,neutral,"it could schedule things for me based on an email I receive. It can update a schedule based on something happening, like if I have an appointment somewhere and then they decide to close that day, it can reschedule for me.",60,60,Automation And Delegation
8,en_participant_0008,Q9,Direct Control Preference,High,negative,I don't really want it to do any of those things. I prefer to make those decisions directly. I don't trust an AI assistant enough to know what my choice would be in all those situations.,60,60,User Control And Safeguards
8,en_participant_0008,Q11,Verbal Comfort Gap,Medium,negative,I think it would have felt more natural if the questions were asked verbally or if there was an audio component.,70,70,Tool Reliability And Limitations
8,en_participant_0008,Q11,Mechanical Interaction Difference,Medium,neutral,"This feels more mechanical, not necessarily in a bad way, but it just doesn't feel like a similar type of interaction to me.",74,74,Interaction Dynamics
8,en_participant_0008,Q12,Mechanical Tone Response Mirror,Medium,negative,"I think I mirror back the sense of it being mechanical in the way I respond. There's a lack of warmth and a lack of connection, and I believe that affects how I choose to engage.",78,78,Social And Relationship Communication
9,en_participant_0009,Q1,AI Tool Selection,Low,neutral,ChatGPT,3,3,Access And Adoption
9,en_participant_0009,Q2,Usage Frequency,Low,neutral,Weekly,7,7,Access And Adoption
9,en_participant_0009,Q4,Search Enhancement Preference,High,positive,I'd say I use AI most often for searching things and finding quick answers. I really like how nuanced you can get with your searches instead of just typing keywords and then searching and going through all the different results that come up.,16,16,Search And Research
9,en_participant_0009,Q4,Visual Cooking Assistance,High,positive,"The other thing I use it for a lot is cooking, like asking, ""What temperature do I need to have this?"" and being able to physically show, ""Is this brown enough yet?"" or things like that.",16,16,Recipes And Cooking Support
9,en_participant_0009,Q4,Travel Research Use Case,Medium,positive,"I also use it, for example, when planning a trip to research things in the area that I might not have known about before, and to understand things that you just need to physically be there to grasp or read through a lot of reviews to comprehend.",24,24,Travel Planning
9,en_participant_0009,Q5,Context Overhead Avoidance,High,negative,"Sometimes I don't use it because I can tell that I'm going to have to give it a lot more context than I could just do in my brain. Like, I'll think it's faster for me to just write out this message or give advice for this thing because I just know more about it.",29,29,Memory And Context Continuity
9,en_participant_0009,Q5,Interpersonal Context Gap,Medium,negative,"a lot of times there are different people involved, and I know who to go to, who's the right person for what, whereas chat or any other kind of AI might not know that.",29,29,Memory And Context Continuity
9,en_participant_0009,Q5,Personal Context Preservation,High,negative,"Sometimes when I'm writing a message for someone I know and I want to add context about our relationship or an inside joke that we might share, I find that if I use AI for those kinds of contexts, I often say to leave space for me to add personal anecdotes. It's just too much to think about what personal anecdote I'm going to include, and then I worry about it being misconstrued.",33,33,Memory And Context Continuity
9,en_participant_0009,Q6,High Trust in AI Results,Medium,positive,4 - High trust,38,38,Trust And Verification
9,en_participant_0009,Q8,Desire for Agent Capabilities,High,mixed,"I think that I would definitely need it to have more agent-like qualities than AI currently has. I know that some of the AI companies have things like ChatGPT has an operator feature. However, it's quite buggy, and you still really need to watch it. You can't really trust it to just go out and do things for you.",47,47,Personalization And Adaptation
9,en_participant_0009,Q8,Proactive Assistant Preference,High,positive,"But I think something that just lets me use it less would be ideal, like it just knows my routines and stuff like that. I don't need to think about, ""Oh, I'm going to go and use it."" It already kind of knows when it's needed and when it can chime in and say, ""Hey, I can do this for you quicker,"" or whatever it might be.",49,49,Proactive Assistance
9,en_participant_0009,Q8,Device Reduction Goal,Medium,positive,"I also want to use it to help me get off of other devices as much as possible. Instead of spending a bunch of time researching things for a vacation or something like that, I want to be able to say, ""Hey, I'm booking a vacation for..."" and so far, AI tools are pretty good at that.",51,51,System Fragmentation And Interoperability
9,en_participant_0009,Q8,Contextual Memory Gap,High,negative,"Maybe just knowing a lot more about me and what I prefer as a person would be helpful. I know that memory has been getting a lot better with AI tools, but we're definitely not at the point yet where it knows enough context about you and what you prefer and holds the really important memories to make that work.",51,51,Memory And Context Continuity
9,en_participant_0009,Q8,Contextual Message Suggestions,Medium,positive,"Yeah, so if I'm about to write a message back to someone, maybe when I get into the text bubble itself, it could have a couple of options already based on the context of the entire conversation I've had with this person. That could be a good example of when it might know when to chime in.",55,55,Memory And Context Continuity
9,en_participant_0009,Q8,Intelligent Booking Assistance,Medium,positive,"Or let's say I'm booking concert tickets and I'm trying to figure out which seat is the best one. Instead of having to download a PDF and then put it in there or say, ""I'm going to the Chase Center,"" and giving all that context to a chatbot, it could ask me questions as I'm going through the booking process.",55,55,Usage And Adoption Patterns
9,en_participant_0009,Q8,Writing Style Preservation,High,negative,"I think AI knowing my writing style would be great. The number of times I've tried to get AI tools to stop using the em dash is countless, and it never works every time I say not to use it. People don't use that; most people don't even know what keys to press to get to it.",59,59,Content And Writing Support
9,en_participant_0009,Q8,Personalized Travel Preferences,Medium,positive,"Also, I would love it to know my preferences, like what I prefer when I'm on vacation. For example, am I traveling alone or with someone else? If I have a partner, it should know to book a hotel that can fit two people versus one. Or maybe it knows that I prefer showers over baths, so it ensures that the place has a nice shower instead of just a bathtub.",61,61,Travel Planning
9,en_participant_0009,Q9,Calendar Integration Desire,High,positive,"Oh, yeah. Of course. I would love for AI to be connected with my calendar and email. It would enable me to do a whole lot more.",66,66,Calendar And Scheduling
9,en_participant_0009,Q9,Autonomous Event Coordination,High,positive,"Just the idea that if I'm texting someone in my family and they're like, ""Oh, we haven't hung out in a bit. Let's hang out. Let's do something in the city,"" it could then suggest, ""Oh, you want to do something in the city on Saturday? Let's find something."" Then it could book me, let's say, going to see a museum. It would book the tickets for that and create a Google Calendar event for myself or whoever is involved. Bam, plans made, versus having to coordinate, ""Alright, what do we want to do? Okay, maybe we want to go to a museum. Which museum do we want to go to? Are they open during that time? Alright, this is the museum we're going to. This is the time."" Then we'll both separately add it to whatever our preferred calendar method is.",66,66,Automation And Delegation
9,en_participant_0009,Q11,Voice AI Interface Anxiety,High,negative,"At first, I was like, really? Camera and audio? I feel like a lot of times I don't use AI tools with the camera or audio. I get nervous about it. It almost feels like phone call anxiety, like when you need to call someone. It's like when you're a little kid and, for the first time, you have to call the dentist to make an appointment. For some reason, AI feels like that to me when I'm doing it through video or call.",76,76,Voice Interaction Experience
9,en_participant_0009,Q11,In-Depth Question Value,High,positive,"But at the same time, it was actually pretty nice to have these in-depth questions and know that you're not, for example, to get these kinds of in-depth questions, you'd either need to be on a call with a person or physically in front of someone. So you'd need to schedule a time that both of you are available, and I also felt that it added very in-depth follow-up questions that a person physically just wouldn't have enough time to think about between my answer and the next question. So it was actually a lot more pleasant than I was imagining it to be.",76,76,Usage And Adoption Patterns
9,en_participant_0009,Q11,Text Composition Advantage,Medium,positive,"I guess with text, you're able to type everything you want to say and look it over to ensure that you're sending the right message and getting the prompt exactly right, as opposed to including all the ""ands"" and ""ums"" of a regular conversation.",80,80,Usage And Adoption Patterns
9,en_participant_0009,Q11,Voice Interruption Frustration,Medium,negative,"I also don't like how many AI services, when you're using voice mode, will respond as soon as you stop talking for half a second, even if you still have more to say.",80,80,Voice Interaction Experience
9,en_participant_0009,Q11,Voice Plus Text Format Preference,High,positive,"I also liked that I was able to answer in voice to really get my thoughts out quickly and in the way that I'm naturally used to. However, I appreciated that it responds to me through text. For instance, this question here is in text instead of a voice coming back at me, which allows me to look at it and see the entire question. Sometimes there might be a two-part question, and I might forget the second part.",84,84,Voice Interaction Experience
DE7,en_translated_from_de_participant_0007,Q4,Practical AI Applications,High,neutral,"Write letters to authorities, create résumés, create a travel itinerary with attractions, provide health tips and create a plan for workout programs.",16,16,Usage And Adoption Patterns
DE7,en_translated_from_de_participant_0007,Q4,Travel Plan Input Requirements,Medium,neutral,"I give the AI the trip duration, the number of people and the destination as input.",20,20,Travel Planning
DE7,en_translated_from_de_participant_0007,Q4,Verification Need For AI Output,High,negative,"The plan is usually very detailed, but it should definitely be checked again to see whether the facilities and locations actually exist or are still available.",24,24,Accuracy And Hallucination Risk
DE7,en_translated_from_de_participant_0007,Q8,Comprehensive Life Context Need,High,positive,"My personal AI assistant should know my entire life situation, my needs in daily life, my hobbies, my career path, my interests, my further education and training, as well as my interests in concerts, films and cultural matters.",43,43,Memory And Context Continuity
DE7,en_translated_from_de_participant_0007,Q8,Holistic Life Domain Support,High,positive,"It should offer me interesting products, events or courses for further education and new topics. It should be able to help me in every situation in life, especially with health, hobbies, sports and nutrition.",43,43,Strategic AI Perspectives
DE7,en_translated_from_de_participant_0007,Q8,Life Situation Definition,Medium,neutral,"Life situation means to me: Do I live in a house, am I in a relationship or single? Am I athletic, am I healthy, do I have varied interests? What are my interests?",47,47,Usage And Adoption Patterns
DE7,en_translated_from_de_participant_0007,Q9,System Integration For Daily Management,High,positive,"The AI could support me in everyday life with appointments and provide me with situation-appropriate information, whether about government agencies, business mail, promotions or renovations and new plans that affect the various areas of life.",52,52,Data And System Integration
DE7,en_translated_from_de_participant_0007,Q11,Human Dialogue Preference,High,negative,"I prefer the interview with a person, because it's a dialogue and not a monologue. A personal human address cannot be replaced by anything, not even an AI.",62,62,Social And Relationship Communication
DE7,en_translated_from_de_participant_0007,Q11,Human Authenticity And Connection,High,negative,"A human is real, a human is authentic. A human can say what is really going on inside them, and a human dialogue is a real dialogue. I can look at the person, I can speak with them, I can perceive their tone of voice, their facial expression, their eyes.",66,66,Human Connection And Rapport
DE7,en_translated_from_de_participant_0007,Q11,Trust Through Genuine Presence,Medium,negative,"And above all, if I know them, I know that this person is genuine and not computer-controlled.",66,66,Trust And Verification
ES5,en_translated_from_es_participant_0005,Q4,Personal Recipe And Translation Uses,Medium,neutral,"I generally use it mostly to ask for recipes or look up a term I don't know, to search for a product that I might know is sold on Amazon in another country but not in Argentina.",16,16,Recipes And Cooking Support
ES5,en_translated_from_es_participant_0005,Q4,AI Knitting Pattern Limitations,High,mixed,"I asked for a pattern and I thought it was going to write a very detailed pattern with what you had to do row by row, etc., but it couldn't do that.",20,20,Home And DIY Support
ES5,en_translated_from_es_participant_0005,Q4,AI Color Selection Success,Medium,positive,"it did work well when I asked it to help me choose colors, to see what color matched with what or what colors from the pattern in a photo I had seen on Pinterest",20,20,Usage And Adoption Patterns
ES5,en_translated_from_es_participant_0005,Q4,AI Yarn Calculation Error,High,negative,"I asked it to help me calculate the amount of yarn I would need for a medium-sized sweater and it calculated too much yarn. Besides, it's hard to calculate that, but I ended up with twice the yarn I needed.",20,20,Home And DIY Support
ES5,en_translated_from_es_participant_0005,Q4,Podcast Ideation And Script Planning,Medium,positive,"I used it to ask if there was any YouTuber in Argentina doing the same thing I do. We didn't find any, but it did give me ideas on how I could structure a video if I decide to make one, with a sort of script and ideas about what I can talk about.",24,24,Usage And Adoption Patterns
ES5,en_translated_from_es_participant_0005,Q5,Product Search Failure Pattern,High,negative,"sometimes it doesn't help when I want to search for or find a product to buy in Argentina. Many times it gives me links that don't go anywhere or are not the product I'm looking for, they're not even related.",29,29,Search And Research
ES5,en_translated_from_es_participant_0005,Q5,Yarn Substitute Inaccuracy,High,negative,I asked ChatGPT if it could give me substitutes that I could get in Argentina. The reality is that the substitutes it gave me didn't match the yarn weight I needed to replace.,33,33,Accuracy And Hallucination Risk
ES5,en_translated_from_es_participant_0005,Q5,AI Ignore User Constraints,High,negative,"I had clarified that please give me links to products I could buy and it kept sending me the same links, so I feel it didn't work because of that.",33,33,Tool Reliability And Limitations
ES5,en_translated_from_es_participant_0005,Q8,Auto Prompt Improvement Need,High,negative,"It would be good if it helped me improve prompts without me having to ask. For example, in cases where I get frustrated because I ask for something and it doesn't give it back, it could help me understand how I should ask for it, so I also learn how to ask for things in the future.",47,47,Prompting And Instruction Quality
ES5,en_translated_from_es_participant_0005,Q8,Preference Memory For Repetitive Tasks,High,negative,"be able to solve things already knowing, without me having to explain every time what I want for repetitive tasks. For example, when it's translating something, that it already remembers that I speak Spanish and that I usually need translations into English.",49,49,Memory And Context Continuity
ES5,en_translated_from_es_participant_0005,Q8,Trip Planning Unrealistic Expectations,High,mixed,"it was a bit unrealistic regarding the time we had and the things to visit. For example, in one day it expected us to go to six places, but the reality is that, being there, between accumulating tiredness and there being many things to see, you might want to look at something and stay a while looking at it and not just see it and go to the next attraction.",51,51,Travel Planning
ES5,en_translated_from_es_participant_0005,Q8,AI Travel Agent Limitation,Medium,negative,it also couldn't suggest nice places to eat or stop.,51,51,Travel Planning
ES5,en_translated_from_es_participant_0005,Q8,Realistic Daily Scheduling Expectation,High,negative,"A clear example is suggesting ten different things in one day when a normal person in real life can visit just three or four places, taking into account that they also need to rest, eat, etc.",55,55,Calendar And Scheduling
ES5,en_translated_from_es_participant_0005,Q8,Concrete Available Options Need,Medium,negative,"I would also have liked that, when we asked for ticket prices or hotel suggestions, it would send options with availability for those dates, because the suggestions it had weren't available for the dates we had already given.",55,55,Personalization And Adaptation
ES5,en_translated_from_es_participant_0005,Q8,Context Persistence For Task Chats,High,negative,"I would simply like to be able to save, maybe, prompts or have a chat for this and for it not to forget what that chat is for. For example, a chat for translations, but that never forgets it always has to translate from Spanish to English.",59,59,Memory And Context Continuity
ES5,en_translated_from_es_participant_0005,Q8,Routine Task Memory Preference,High,negative,"For example, needing translations or being able to look up information about an artist, or suggestions for series. I want those things to remember the initial request so I don't have to remind it halfway through again.",59,59,Memory And Context Continuity
ES5,en_translated_from_es_participant_0005,Q9,Email Summarization Need,Medium,neutral,"Maybe regarding emails, it could be useful to summarize some if they're long or pre-filter things by grouping emails of the same type.",64,64,Email Management
ES5,en_translated_from_es_participant_0005,Q9,Photo Location Memory Enhancement,Medium,positive,"if I was on a trip, it tells me where I was, so I don't forget which building I saw, since after a while you might forget.",64,64,Memory And Context Continuity
ES5,en_translated_from_es_participant_0005,Q9,Event Preparation Alerts,Medium,positive,"In the calendar, maybe there are already alerts for upcoming events, but there could be ideas to help you prepare for an event. For example, if my event is a medical exam, that before going, a few hours before or a day before—this could be customizable—it notifies me and gives tips so I go prepared.",64,64,Calendar And Scheduling
ES5,en_translated_from_es_participant_0005,Q9,Performance Preparation Scheduling,Low,positive,"I have a lot of rehearsals because I sing, and I'd like it to say: ""Remember to warm up,"" or to schedule 15 or 30 minutes in my calendar that day before the rehearsal event so I can warm up and prepare the things I need to bring, review a song if I need to.",64,64,Calendar And Scheduling
ES5,en_translated_from_es_participant_0005,Q11,Language Comfort With AI Interview,Medium,positive,"I can say it in my language, which is Spanish, and perhaps, simply speaking with an interviewer who lives in the United States, whose first language is English, I would have to speak in English or in another language. Also, I can choose the language I'm most comfortable speaking in, and that's much better.",74,74,AI Interview Experience
ES5,en_translated_from_es_participant_0005,Q11,Less Nervous Without Human Presence,Medium,positive,I don't know if it makes me less nervous — what I mean is that I'm a little less worried because there's no one looking at me and I feel less judged.,78,78,Emotional Support And Reflection
ES5,en_translated_from_es_participant_0005,Q11,Missing Warmth In AI Interview,Low,negative,"I miss a bit the warmth of talking to a person, being able to make a joke and have them laugh, being able to see the interviewer's face a little, which I don't see here",78,78,AI Interview Experience
FR1,en_translated_from_fr_participant_0001,Q4,Ecological Conviction Limits AI,High,negative,"So, for personal tasks, I really try to limit my use of AI, because out of ecological conviction I really want to restrict it to professional-level tasks.",16,16,Environmental Impact Concerns
FR1,en_translated_from_fr_participant_0001,Q4,Energy Consumption Awareness,High,negative,"I'm aware and informed that using generative AI, for example to do a search, consumes a lot more energy, water and electricity than doing a search on Google.",20,20,Environmental Impact Concerns
FR1,en_translated_from_fr_participant_0001,Q4,Holiday Planning Avoidance,Medium,negative,"I've heard a lot of people say they talk with ChatGPT to organize their vacations, like having a detailed itinerary when you go somewhere. For example, I know it could save me time, but again, for the reasons I mentioned, I prefer not to do it.",24,24,Travel Planning
FR1,en_translated_from_fr_participant_0001,Q5,Mobile Access Gap,Medium,neutral,"since I haven't downloaded ChatGPT or another AI app on my phone, my use is really limited to when I'm at home in front of my computer.",29,29,Tool Reliability And Limitations
FR1,en_translated_from_fr_participant_0001,Q5,Travel No Real Friction,Low,positive,I haven't had a situation where I needed it to an excessive degree. I always manage to do things as before and find an alternative solution to meet my needs.,33,33,Travel Planning
FR1,en_translated_from_fr_participant_0001,Q8,Professional Assistant Preference,High,positive,"I'm really more interested in a personal assistant in a professional context. As I said, not for personal use, but for professional use. Ideally for me it would even be to have several assistants, each with a specific specialty, who could help me in my freelance activity on a daily basis.",47,47,Professional Workflow Support
FR1,en_translated_from_fr_participant_0001,Q8,Admin Assistant Invoice Task,High,positive,"an assistant who would handle all the administrative side, the paperwork, sending invoices",47,47,Voice Interaction Experience
